banhon1	Cissomela pectoralis	Banded Honeyeater
bankes1	Falco zoniventris	Banded Kestrel
bankin1	Lacedo pulchella	Banded Kingfisher
banlap1	Vanellus tricolor	Banded Lapwing
banmar1	Neophedina cincta	Banded Martin
banmyn1	Acridotheres ginginianus	Bank Myna
banpit2	Hydrornis guajanus	Javan Banded Pitta
banpit3	Hydrornis irena	Malayan Banded Pitta
banpit4	Hydrornis schwaneri	Bornean Banded Pitta
banpri1	Prinia bairdii	Banded Prinia
banqua1	Philortyx fasciatus	Banded Quail
banscw1	Bradypterus bangwaensis	Bangwa Forest Warbler
bansti1	Cladorhynchus leucocephalus	Banded Stilt
banswa	Riparia riparia	Sand Martin
banumb1	Cephalopterus glabricollis	Bare-necked Umbrellabird
banwar2	Curruca boehmi	Banded Parisoma
banwhi1	Aphelocephala nigricincta	Banded Whiteface
banwoo2	Chrysophlegma miniaceum	Banded Woodpecker
banwre1	Thryophilus pleurostictus	Banded Wren
barant1	Thamnophilus doliatus	Barred Antshrike
barant2	Chamaeza mollissima	Barred Antthrush
barbec1	Pachyramphus versicolor	Barred Becard
barbro1	Cymbirhynchus macrorhynchos	Black-and-red Broadbill
barbul1	Loxigilla barbadensis	Barbados Bullfinch
barbut1	Turnix suscitator	Barred Buttonquail
bardov2	Geopelia maugeus	Barred Dove
barfly1	Ficedula nigrorufa	Black-and-orange Flycatcher
barfru1	Pipreola arcuata	Barred Fruiteater
bargol	Bucephala islandica	Barrow's Goldeneye
bargoo	Branta leucopsis	Barnacle Goose
barhaw1	Morphnarchus princeps	Barred Hawk
barhon2	Gliciphila undulata	Barred Honeyeater
barlau1	Ianthocincla lunulata	Barred Laughingthrush
barowl1	Ninox connivens	Barking Owl
barowl5	Tyto deroepstorffi	Andaman Masked Owl
barown1	Aegotheles bennettii	Barred Owlet-nightjar
barpar1	Bolborhynchus lineola	Barred Parakeet
barpar2	Alectoris barbara	Barbary Partridge
barpet	Hydrobates castro	Band-rumped Storm Petrel
barpuf1	Nystalus radiatus	Barred Puffbird
barrai1	Gallirallus torquatus	Barred Rail
barswa	Hirundo rustica	Barn Swallow
barswi	Chaetura spinicaudus	Band-rumped Swift
bartin2	Crypturellus bartletti	Bartlett's Tinamou
bartyr1	Phylloscartes sylviolus	Bay-ringed Tyrannulet
barwaf1	Poospiza nigrorufa	Black-and-rufous Warbling Finch
barwaf2	Poospiza whitii	Black-and-chestnut Warbling Finch
barwar1	Curruca nisoria	Barred Warbler
barwar2	Acrocephalus griseldis	Basra Reed Warbler
basdov1	Geopelia humeralis	Bar-shouldered Dove
baseag1	Circaetus cinerascens	Western Banded Snake Eagle
basowl	Megascops seductus	Balsas Screech Owl
baswar1	Locustella alfredi	Bamboo Warbler
batant1	Hypocnemoides maculicauda	Band-tailed Antbird
batant2	Thamnophilus melanothorax	Band-tailed Antshrike
batant3	Myrmotherula urosticta	Band-tailed Antwren
batapa2	Apalis thoracica	Bar-throated Apalis
batbar1	Threnetes ruckeri	Band-tailed Barbthroat
batbel1	Procnias nudicollis	Bare-throated Bellbird
batear1	Ochetorhynchus phoenicurus	Band-tailed Earthcreeper
batele1	Terathopius ecaudatus	Bateleur
batfal1	Falco rufigularis	Bat Falcon
batfru1	Pipreola intermedia	Band-tailed Fruiteater
batgod	Limosa lapponica	Bar-tailed Godwit
batgua1	Penelope argyrotis	Band-tailed Guan
bathaw1	Macheiramphus alcinus	Bat Hawk
batlar1	Ammomanes cinctura	Bar-tailed Lark
batman1	Pipra fasciicauda	Band-tailed Manakin
batnig1	Nyctiprogne leucopyga	Band-tailed Nighthawk
batnig2	Caprimulgus batesi	Bates's Nightjar
batoro1	Cacicus latirostris	Band-tailed Cacique
batpig1	Patagioenas fasciata	Band-tailed Pigeon
batsee1	Catamenia analis	Band-tailed Seedeater
batsun2	Cinnyris batesi	Bates's Sunbird
battre1	Certhia himalayana	Bar-tailed Treecreeper
battro1	Apaloderma vittatum	Bar-tailed Trogon
baugua1	Penelope ortoni	Baudo Guan
bauoro2	Psarocolius cassini	Baudo Oropendola
bawant1	Myrmochanes hemileucus	Black-and-white Antbird
bawbec6	Pachyramphus salvini	Cryptic Becard
bawbec7	Pachyramphus albogriseus	Black-and-white Becard
bawbul2	Microtarsus melanoleucos	Black-and-white Bulbul
bawcow3	Agelaioides fringillarius	Pale Baywing
bawcow4	Agelaioides badius	Greyish Baywing
bawfly1	Bias musicus	Black-and-white Shrike-flycatcher
bawfly2	Cyanoptila cyanomelana	Blue-and-white Flycatcher
bawhae1	Spizaetus melanoleucus	Black-and-white Hawk-Eagle
bawhor2	Bycanistes subcylindricus	Black-and-white-casqued Hornbill
bawkin1	Todiramphus diops	Blue-and-white Kingfisher
bawman1	Spermestes bicolor	Black-and-white Mannikin
bawmoc1	Melanotis hypoleucus	Blue-and-white Mockingbird
bawmon2	Symposiachrus barbatus	Solomons Monarch
bawmon3	Heteroxolmis dominicana	Black-and-white Monjita
bawnig1	Systellura longirostris	Band-winged Nightjar
bawnig3	Quechuavis decussata	Tschudi's Nightjar
bawori1	Icterus maculialatus	Bar-winged Oriole
bawowl1	Strix nigrolineata	Black-and-white Owl
bawpri1	Prinia familiaris	Bar-winged Prinia
bawsee1	Sporophila luctuosa	Black-and-white Seedeater
bawswa1	Pygochelidon cyanoleuca	Blue-and-white Swallow
bawtan1	Conothraupis speculigera	Black-and-white Tanager
bawtri1	Lalage melanoleuca	Black-and-white Triller
bawtyr1	Poecilotriccus capitalis	Black-and-white Tody-Flycatcher
bawwar	Mniotilta varia	Black-and-white Warbler
bawwar1	Calamonastes fasciolatus	Barred Wren-Warbler
bayant1	Grallaria capitalis	Bay Antpitta
baybro1	Eurylaimus ochromalus	Black-and-yellow Broadbill
baycou1	Centropus celebensis	Bay Coucal
bayfly1	Phainoptila melanoxantha	Black-and-yellow Phainoptila
baygro1	Mycerobas icterioides	Black-and-yellow Grosbeak
baymac	Ara ararauna	Blue-and-yellow Macaw
baymar1	Pseudoleistes virescens	Brown-and-yellow Marshbird
baytan2	Chrysothlypis chrysomelas	Black-and-yellow Tanager
baytan3	Rauenia bonariensis	Blue-and-yellow Tanager
baywea1	Ploceus philippinus	Baya Weaver
baywoo1	Blythipicus pyrrhotis	Bay Woodpecker
baywre1	Cantorchilus nigricapillus	Bay Wren
bbbeat1	Nyctyornis athertoni	Blue-bearded Bee-eater
bbbeat2	Merops variegatus	Blue-breasted Bee-eater
bbbtan1	Urothraupis stolzmanni	Black-backed Bush Tanager
bbbtyr1	Knipolegus cyanirostris	Blue-billed Black Tyrant
bbcbab1	Pellorneum capistratoides	Bornean Black-capped Babbler
bbcdov1	Macropygia nigrirostris	Bar-tailed Cuckoo-Dove
bbctyr1	Ochthoeca fumicolor	Brown-backed Chat-Tyrant
bbfdov1	Ptilinopus cinctus	Banded Fruit Dove
bbfdov2	Ptilinopus alligator	Black-banded Fruit Dove
bbfgle1	Syndactyla rufosuperciliata	Buff-browed Foliage-gleaner
bbgsta1	Notopholia corusca	Black-bellied Starling
bbifin1	Incaspiza laeta	Buff-bridled Inca Finch
bbmtou1	Andigena nigrirostris	Black-billed Mountain Toucan
bbnthr1	Catharus gracilirostris	Black-billed Nightingale-Thrush
bbopar1	Paradisornis rudolphi	Blue Bird-of-paradise
bbrwar1	Acrocephalus bistrigiceps	Black-browed Reed Warbler
bbsfin1	Sporophila atrirostris	Black-billed Seed Finch
bbspet1	Fregetta tropica	Black-bellied Storm Petrel
bbsrob1	Cercotrichas hartlaubi	Brown-backed Scrub Robin
bbttyr1	Hemitriccus josephinae	Boat-billed Tody-Tyrant
bbttyr2	Hemitriccus mirandae	Buff-breasted Tody-Tyrant
bbwdov1	Turtur abyssinicus	Black-billed Wood Dove
bbwduc	Dendrocygna autumnalis	Black-bellied Whistling Duck
bbwqua1	Odontophorus leucolaemus	Black-breasted Wood Quail
bbwtyr1	Fluvicola albiventer	Black-backed Water Tyrant
bcatan1	Driophlox atrimaxillaris	Black-cheeked Ant Tanager
bcbeag1	Geranoaetus melanoleucus	Black-chested Buzzard-Eagle
bcbeat1	Merops persicus	Blue-cheeked Bee-eater
bcbfin1	Atlapetes seebohmi	Bay-crowned Brushfinch
bcfdov2	Ptilinopus monacha	Blue-capped Fruit Dove
bcfgle1	Philydor atricapillus	Black-capped Foliage-gleaner
bchpar1	Loriculus galgulus	Blue-crowned Hanging Parrot
bcmtan1	Cnemathraupis eximia	Black-chested Mountain Tanager
bcmtan2	Anisognathus notabilis	Black-chinned Mountain Tanager
bcnher	Nycticorax nycticorax	Black-crowned Night Heron
bcptan1	Phaenicophilus palmarum	Black-crowned Palm-tanager
bcptyr1	Myiornis atricapillus	Black-capped Pygmy Tyrant
bcrfin	Leucosticte australis	Brown-capped Rosy Finch
bcrtai1	Prioniturus discurus	Blue-crowned Racket-tail
bcrthr1	Monticola cinclorhyncha	Blue-capped Rock Thrush
bcslar1	Eremopterix nigriceps	Black-crowned Sparrow-Lark
bcswea1	Pseudonigrita cabanisi	Black-capped Social Weaver
bctspi1	Leptasthenura fuliginiceps	Brown-capped Tit-Spinetail
bcweye2	Zosterops atrifrons	Black-crowned White-eye
bcwfin1	Castanozoster thoracicus	Bay-chested Warbling Finch
bcwfin2	Microspingus melanoleucus	Black-capped Warbling Finch
bcwpar1	Dendrortyx leucophrys	Buffy-crowned Wood Partridge
bcwspi1	Spartonoica maluroides	Bay-capped Wren-Spinetail
bcwwar1	Phylloscopus herberti	Black-capped Woodland Warbler
beabar1	Pogonornis dubius	Bearded Barbet
beabel1	Procnias averano	Bearded Bellbird
beafir1	Stagonopleura bella	Beautiful Firetail
beagua1	Penelope barbata	Bearded Guan
beajay1	Cyanolyca pulchra	Beautiful Jay
beakin2	Todiramphus saurophagus	Beach Kingfisher
beamou1	Oreonympha nobilis	Bearded Mountaineer
beanut1	Sitta formosa	Beautiful Nuthatch
bearee1	Panurus biarmicus	Bearded Reedling
bearos1	Carpodacus pulcherrimus	Himalayan Beautiful Rosefinch
beasib1	Heterophasia pulchella	Beautiful Sibia
beasun1	Cinnyris pulchellus	Beautiful Sunbird
beasun3	Cinnyris melanogastrus	Gorgeous Sunbird
beatac1	Polystictus pectoralis	Bearded Tachuri
beathk1	Esacus magnirostris	Beach Stone-curlew
beawoo1	Chloropicus namaquus	Bearded Woodpecker
beawoo2	Melanerpes pulcher	Beautiful Woodpecker
becscr1	Sericornis beccarii	Tropical Scrubwren
beehum1	Mellisuga helenae	Bee Hummingbird
befdov1	Ptilinopus pulchellus	Beautiful Fruit Dove
begdov1	Metriopelia morenoi	Moreno's Ground Dove
beibab1	Rhopophilus pekinensis	Beijing Babbler
belfly1	Xenotriccus callizonus	Belted Flycatcher
belgul	Larus belcheri	Belcher's Gull
belkin1	Megaceryle alcyon	Belted Kingfisher
belmel1	Melidectes belfordi	Belford's Melidectes
belmin1	Manorina melanophrys	Bell Miner
belspa2	Artemisiospiza belli	Bell's Sparrow
belvir	Vireo bellii	Bell's Vireo
belyel1	Geothlypis beldingi	Belding's Yellowthroat
benbus1	Plocealauda assamica	Bengal Bush Lark
benbuw1	Locustella seebohmi	Benguet Bush Warbler
benflo2	Houbaropsis bengalensis	Bengal Florican
benthr	Toxostoma bendirei	Bendire's Thrasher
benwea1	Ploceus benghalensis	Black-breasted Weaver
benwoo1	Campethera bennettii	Bennett's Woodpecker
berant1	Drymophila rubricollis	Bertoni's Antbird
berhum	Saucerottia beryllina	Berylline Hummingbird
berpet	Pterodroma cahow	Bermuda Petrel
berpip1	Anthus berthelotii	Berthelot's Pipit
bertin1	Crypturellus berlepschi	Berlepsch's Tinamou
bervan1	Oriolia bernieri	Bernier's Vanga
berwea2	Ploceus bertrandi	Bertram's Weaver
besbab1	Pteruthius melanotis	Black-eared Shrike-babbler
besra1	Tachyspiza virgata	Besra
besrob1	Tychaedon quadrivirgata	Bearded Scrub Robin
bestan1	Tangara nigroviridis	Beryl-spangled Tanager
bewpar1	Dendrortyx barbatus	Bearded Wood Partridge
bewqua1	Odontophorus melanotis	Black-eared Wood Quail
bewwre	Thryomanes bewickii	Bewick's Wren
bfbwar1	Horornis fortipes	Brown-flanked Bush Warbler
bffgle	Dendroma rufa	Buff-fronted Foliage-gleaner
bfgbir1	Crinifer personatus	Bare-faced Go-away-bird
bfgdov1	Metriopelia ceciliae	Bare-faced Ground Dove
bfgtyr1	Muscisaxicola frontalis	Black-fronted Ground Tyrant
bfoboo	Sula nebouxii	Blue-footed Booby
bfpgua1	Pipile jacutinga	Black-fronted Piping Guan
bfppar1	Micropsitta pusio	Buff-faced Pygmy Parrot
bfqdov1	Zentrygon costaricensis	Buff-fronted Quail-Dove
bfweye1	Zosterops minor	Black-fronted White-eye
bfwqua1	Odontophorus atrifrons	Black-fronted Wood Quail
bhbeat2	Merops muelleri	Blue-headed Bee-eater
bhcfly1	Trochocercus nitens	Blue-headed Crested Flycatcher
bhmfin1	Leucosticte brandti	Brandt's Mountain Finch
bhnthr1	Catharus mexicanus	Black-headed Nightingale-Thrush
bhpfly1	Terpsiphone rufiventer	Red-bellied Paradise Flycatcher
bhpkin1	Tanysiptera danae	Brown-headed Paradise Kingfisher
bhptit1	Remiz macronyx	Black-headed Penduline Tit
bhrtai1	Prioniturus platenae	Blue-headed Racket-tail
bhsbab1	Pteruthius rufiventer	Black-headed Shrike-babbler
bhsfin1	Phrygilus atriceps	Black-hooded Sierra Finch
bhtfly1	Todirostrum nigriceps	Black-headed Tody-Flycatcher
bhulau1	Trochalopteron imbricatum	Bhutan Laughingthrush
bhwdov1	Turtur brehmeri	Blue-headed Wood Dove
bhweye1	Zosterops hypoxanthus	Bismarck White-eye
biafly1	Myiagra atra	Biak Black Flycatcher
biawar1	Phylloscopus valentini	Bianchi's Warbler
bicant2	Gymnopithys bicolor	Bicolored Antbird
bicant3	Grallaria rufocinerea	Bicolored Antpitta
bicant4	Dysithamnus occidentalis	Bicolored Antvireo
biccon1	Conirostrum bicolor	Bicolored Conebill
bicflo1	Dicaeum bicolor	Bicolored Flowerpecker
bichaw1	Astur bicolor	Bicolored Hawk
bichaw4	Astur chilensis	Chilean Hawk
bicthr	Catharus bicknelli	Bicknell's Thrush
bicwre1	Campylorhynchus griseus	Bicolored Wren
bimlar1	Melanocorypha bimaculata	Bimaculated Lark
bimwar1	Aethomyias nigrorufus	Bicolored Scrubwren
bispit1	Erythropitta novaehibernicae	Bismarck Pitta
bisswi1	Streptoprocne biscutata	Biscutate Swift
biswhi1	Pachycephala citreogaster	Bismarck Whistler
bkbalb	Thalassarche melanophris	Black-browed Albatross
bkbbit1	Botaurus dubius	Black-backed Bittern
bkbbrt1	Talegalla fuscirostris	Black-billed Brushturkey
bkbbus1	Lissotis melanogaster	Black-bellied Bustard
bkbcuc	Coccyzus erythropthalmus	Black-billed Cuckoo
bkbcus1	Edolisoma mindanense	Black-bibbed Cicadabird
bkbcus2	Edolisoma montanum	Black-bellied Cuckooshrike
bkbful1	Alcippe grotei	Black-browed Fulvetta
bkbkin1	Ceyx erithaca	Black-backed Dwarf Kingfisher
bkbkoe1	Eudynamys melanorhynchus	Black-billed Koel
bkbmag1	Pica hudsonia	Black-billed Magpie
bkbowl1	Strix huhula	Black-banded Owl
bkbplo	Pluvialis squatarola	Grey Plover
bkbsht1	Agriornis montanus	Black-billed Shrike-Tyrant
bkbsun1	Cinnyris nectarinioides	Black-bellied Sunbird
bkbtan1	Ramphocelus melanogaster	Huallaga Tanager
bkbtho1	Discosura langsdorffi	Black-bellied Thorntail
bkbthr3	Turdus arthuri	Campina Thrush
bkbthr4	Turdus murinus	Pantepui Thrush
bkbtit1	Poecile hypermelaenus	Black-bibbed Tit
bkbtit2	Periparus rufonuchalis	Rufous-naped Tit
bkbtit3	Aegithalos iouschistos	Black-browed Bushtit
bkbtri1	Lalage atrovirens	Black-browed Triller
bkbwar	Setophaga fusca	Blackburnian Warbler
bkbwoo	Picoides arcticus	Black-backed Woodpecker
bkcant2	Sakesphorus canadensis	Black-crested Antshrike
bkcbab1	Pellorneum nigrocapitatum	Malayan Black-capped Babbler
bkcbab2	Pellorneum capistratum	Javan Black-capped Babbler
bkcbul1	Rubigula gularis	Flame-throated Bulbul
bkcbul2	Rubigula melanictera	Black-capped Bulbul
bkcbul3	Rubigula dispar	Ruby-throated Bulbul
bkcbul4	Rubigula montis	Bornean Bulbul
bkcchi	Poecile atricapillus	Black-capped Chickadee
bkcdon	Donacobius atricapilla	Black-capped Donacobius
bkcgna	Polioptila nigriceps	Black-capped Gnatcatcher
bkchum	Archilochus alexandri	Black-chinned Hummingbird
bkcmon1	Neoxolmis coronatus	Black-crowned Monjita
bkcori	Icterus prosthemelas	Black-cowled Oriole
bkcpip1	Piprites pileata	Black-capped Piprites
bkcruw1	Bathmocercus cerviniventris	Black-headed Rufous Warbler
bkcsco1	Megascops atricapilla	Black-capped Screech Owl
bkcspa	Spizella atrogularis	Black-chinned Sparrow
bkcspa1	Arremon abeillei	Black-capped Sparrow
bkcspa2	Arremon nigriceps	Maranon Sparrow
bkcsta1	Gracupica nigricollis	Black-collared Starling
bkctch1	Tchagra senegalus	Black-crowned Tchagra
bkctit1	Anairetes nigrocristatus	Black-crested Tit-Tyrant
bkcvir1	Vireo atricapilla	Black-capped Vireo
bkcwhe1	Zosterops atricapilla	Black-capped White-eye
bkcwhi1	Pachycephala mentalis	Black-chinned Whistler
bkdhor1	Horizocerus hartlaubi	Western Dwarf Hornbill
bkefai1	Heliothryx auritus	Black-eared Fairy
bkehem2	Sphenopsis melanotis	Black-eared Hemispingus
bkewhe1	Oenanthe hispanica	Western Black-eared Wheatear
bkewhe2	Oenanthe melanoleuca	Eastern Black-eared Wheatear
bkfalb	Phoebastria nigripes	Black-footed Albatross
bkfant2	Formicarius moniliger	Mayan Antthrush
bkfbab1	Turdoides melanops	Black-faced Babbler
bkfbrf1	Atlapetes melanolaemus	Grey-eared Brushfinch
bkfbun1	Emberiza spodocephala	Black-faced Bunting
bkfbun2	Emberiza personata	Masked Bunting
bkfcus1	Coracina novaehollandiae	Black-faced Cuckooshrike
bkffir1	Lagonosticta larvata	Black-faced Firefinch
bkffri2	Philemon plumigenis	Tanimbar Friarbird
bkfgra	Melanospiza bicolor	Black-faced Grassquit
bkfibi1	Theristicus melanopis	Black-faced Ibis
bkfibi2	Theristicus branickii	Andean Ibis
bkfruw1	Bathmocercus rufus	Black-faced Rufous Warbler
bkhbat1	Batis erlangeri	Western Black-headed Batis
bkhbat2	Batis minor	Eastern Black-headed Batis
bkhber1	Carpornis melanocephala	Black-headed Berryeater
bkhcan2	Serinus alario	Black-headed Canary
bkhcus1	Lalage melanoptera	Black-headed Cuckooshrike
bkhgre1	Chloris ambigua	Black-headed Greenfinch
bkhgro	Pheucticus melanocephalus	Black-headed Grosbeak
bkhgul	Chroicocephalus ridibundus	Black-headed Gull
bkhpar	Aratinga nenday	Nanday Parakeet
bkhpar1	Paradoxornis margaritae	Black-headed Parrotbill
bkhpit1	Erythropitta ussheri	Black-crowned Pitta
bkhtan1	Stilpnia cyanoptera	Black-headed Tanager
bklbab1	Turdoides sharpei	Black-lored Babbler
bklkit	Rissa tridactyla	Black-legged Kittiwake
bkmtou1	Ramphastos ambiguus	Yellow-throated Toucan
bknfrd1	Ptilinopus melanospilus	Black-naped Fruit Dove
bknsti	Himantopus mexicanus	Black-necked Stilt
bknwea1	Ploceus brachypterus	Olive-naped Weaver
bknwea2	Ploceus nigricollis	Black-necked Weaver
bkpwar	Setophaga striata	Blackpoll Warbler
bkrfin	Leucosticte atrata	Black Rosy Finch
bkrfla1	Dinopium benghalense	Black-rumped Flameback
bkrfla2	Dinopium psarodes	Red-backed Flameback
bkrwax	Estrilda troglodytes	Black-rumped Waxbill
bkrwhe1	Zosterops anomalus	Black-ringed White-eye
bkskit1	Elanus caeruleus	Black-winged Kite
bkspet	Hydrobates melania	Black Storm Petrel
bksscb1	Erythrogenys gravivox	Black-streaked Scimitar Babbler
bktflo1	Diglossa brunneiventris	Black-throated Flowerpiercer
bktgna	Polioptila melanura	Black-tailed Gnatcatcher
bktgod	Limosa limosa	Black-tailed Godwit
bktgul	Larus crassirostris	Black-tailed Gull
bkther1	Phaethornis atrimentalis	Black-throated Hermit
bktpri2	Prinia khasiana	Rufous-crowned Prinia
bktshr1	Clytorhynchus nigrogularis	Black-throated Shrikebill
bktspa	Amphispiza bilineata	Black-throated Sparrow
bkttre1	Climacteris melanurus	Black-tailed Treecreeper
bkttro2	Trogon mesurus	Ecuadorian Trogon
bkttro4	Trogon chrysochloros	Atlantic Black-throated Trogon
bkttro5	Trogon cupreicauda	Choco Black-throated Trogon
bkttro6	Trogon rufus	Amazonian Black-throated Trogon
bkttro7	Trogon tenellus	Graceful Black-throated Trogon
bkvori	Icterus wagleri	Black-vented Oriole
bkvshe	Puffinus opisthomelas	Black-vented Shearwater
bkwcus1	Lalage melaschistos	Black-winged Cuckooshrike
bkwpet	Pterodroma nigripennis	Black-winged Petrel
bkwsti	Himantopus himantopus	Black-winged Stilt
bkwvir	Vireo altiloquus	Black-whiskered Vireo
blaant1	Thamnophilus nigriceps	Black Antshrike
blaant2	Cercomacroides serva	Black Antbird
blaant4	Cercomacroides nigrescens	Blackish Antbird
blaant5	Cercomacroides fuscicauda	Riparian Antbird
blabab2	Turdoides reinwardtii	Blackcap Babbler
blabaz1	Aviceda leuphotes	Black Baza
blaber1	Melanocharis nigra	Black Berrypecker
blabis1	Euplectes gierowii	Black Bishop
blabit1	Botaurus flavicollis	Black Bittern
blabul1	Hypsipetes leucocephalus	Black Bulbul
blabus1	Neoctantes niger	Black Bushbird
blabus3	Afrotis afra	Southern Black Korhaan
blabut1	Melloria quoyi	Black Butcherbird
blacar1	Daptrius ater	Black Caracara
blacat1	Melanoptila glabrirostris	Black Catbird
blacin1	Cinclodes antarcticus	Blackish Cinclodes
blackc1	Sylvia atricapilla	Eurasian Blackcap
blacks1	Oenanthe melanura	Blackstart
blacou1	Centropus grillii	Black Coucal
blacra1	Zapornia flavirostra	Black Crake
blacuc1	Cuculus clamosus	Black Cuckoo
blacur1	Crax alector	Black Curassow
blacur2	Strepera fuliginosa	Black Currawong
blacus1	Edolisoma coerulescens	Blackish Cuckooshrike
bladro1	Dicrurus macrocercus	Black Drongo
blaeag1	Ictinaetus malaiensis	Black Eagle
blafan1	Rhipidura atra	Black Fantail
blagos1	Astur melanoleucus	Black Sparrowhawk
blagra1	Amytornis housei	Black Grasswren
blagro1	Lyrurus tetrix	Black Grouse
blagua1	Chamaepetes unicolor	Black Guan
blahar1	Circus maurus	Black Harrier
blahon1	Sugomel nigrum	Black Honeyeater
blahor1	Anthracoceros malayanus	Black Hornbill
blaill1	Illadopsis cleaveri	Blackcap Illadopsis
blainc1	Coeligena prunellei	Black Inca
blakit1	Milvus migrans	Black Kite
blalar1	Melanocorypha yeltoniensis	Black Lark
blalar2	Calandrella blanfordi	Blanford's Lark
blalar4	Calandrella eremica	Rufous-capped Lark
blalau1	Melanocichla lugubris	Black Laughingthrush
blalor1	Chalcopsitta atra	Black Lory
blaman1	Xenopipo atronitens	Black Manakin
blamet1	Metallura phoebe	Black Metaltail
blamon1	Symposiachrus axillaris	Black Monarch
blanig1	Nyctipolus nigrescens	Blackish Nightjar
blanun1	Monasa atra	Black Nunbird
blaoro1	Psarocolius guatimozinus	Black Oropendola
blaoys1	Haematopus ater	Blackish Oystercatcher
blapar1	Coracopsis nigra	Lesser Vasa Parrot
blapew1	Contopus nigrescens	Blackish Pewee
blapit1	Melanorectes nigrescens	Black Pitohui
blaplo1	Vanellus armatus	Blacksmith Lapwing
blarai1	Pardirallus nigricans	Blackish Rail
blared1	Phoenicurus ochruros	Black Redstart
blarob1	Turdus infuscatus	Black Thrush
blasha1	Copsychus cebuensis	Black Shama
blasic1	Epimachus fastosus	Black Sicklebill
blasis1	Spinus atratus	Black Siskin
blasno1	Pyrgilauda blanfordi	Blanford's Snowfinch
blasol1	Entomodestes coracinus	Black Solitaire
blasti1	Himantopus novaezelandiae	Black Stilt
blasto1	Ciconia nigra	Black Stork
blatap1	Scytalopus latrans	Blackish Tapaculo
blatap2	Scytalopus intermedius	Utcubamba Tapaculo
blawhe1	Oenanthe leucura	Black Wheatear
blawoo1	Dryocopus martius	Black Woodpecker
blbant1	Thamnophilus melanonotus	Black-backed Antshrike
blbant2	Formicivora melanogaster	Black-bellied Antwren
blbbar1	Pogonornis minor	Black-backed Barbet
blbbar2	Psilopogon javensis	Black-banded Barbet
blbbar3	Lybius guifsobalito	Black-billed Barbet
blbbar5	Psilopogon oorti	Black-browed Barbet
blbboa1	Machaerirhynchus nigripectus	Black-breasted Boatbill
blbbut1	Cracticus mentalis	Black-backed Butcherbird
blbbut2	Turnix melanogaster	Black-breasted Buttonquail
blbcap1	Tetrao urogalloides	Black-billed Capercaillie
blbcon1	Conirostrum sitticolor	Blue-backed Conebill
blbcra1	Rufirallus fasciatus	Black-banded Crake
blbcuc1	Piaya melanogaster	Black-bellied Cuckoo
blbeat1	Merops gularis	Black Bee-eater
blbfai1	Malurus pulcherrimus	Blue-breasted Fairywren
blbfir1	Lagonosticta rara	Black-bellied Firefinch
blbflo5	Dicaeum sanguinolentum	Javan Flowerpecker
blbfly1	Aphanotriccus audax	Black-billed Flycatcher
blbfly2	Ficedula timorensis	Black-banded Flycatcher
blbfor1	Enicurus immaculatus	Black-backed Forktail
blbgna1	Conopophaga melanogaster	Black-bellied Gnateater
blbgra1	Volatinia jacarina	Blue-black Grassquit
blbgro2	Pheucticus aureoventris	Black-backed Grosbeak
blbgul1	Chroicocephalus bulleri	Black-billed Gull
blbhon1	Ptiloprora perstriata	Grey-streaked Honeyeater
blbhum1	Eupherusa nigriventris	Black-bellied Hummingbird
blbkin1	Pelargopsis melanorhyncha	Great-billed Kingfisher
blbkin3	Todiramphus nigrocyaneus	Blue-black Kingfisher
blbkin4	Halcyon malimbica	Blue-breasted Kingfisher
blbmal1	Phaenicophaeus diardi	Black-bellied Malkoha
blbman1	Chiroxiphia pareola	Blue-backed Manakin
blbori1	Icterus abeillei	Black-backed Oriole
blbpar1	Amazona agilis	Black-billed Amazon
blbpar2	Paradoxornis flavirostris	Black-breasted Parrotbill
blbpar3	Suthora atrosuperciliaris	Pale-billed Parrotbill
blbpar4	Triclaria malachitacea	Blue-bellied Parrot
blbpep1	Cyclarhis nigrirostris	Black-billed Peppershrike
blbpit1	Erythropitta arquata	Blue-banded Pitta
blbpuf1	Notharchus pectoralis	Black-breasted Puffbird
blbpuf2	Dryoscopus cubla	Black-backed Puffback
blbqua1	Synoicus chinensis	King Quail
blbrol1	Coracias cyanogaster	Blue-bellied Roller
blbsan1	Pterocles orientalis	Black-bellied Sandgrouse
blbscy1	Campylorhamphus falcularius	Black-billed Scythebill
blbsee1	Pyrenestes ostrinus	Black-bellied Seedcracker
blbsee2	Sporophila melanogaster	Black-bellied Seedeater
blbsee3	Amaurospiza moesta	Blackish-blue Seedeater
blbsib1	Heterophasia melanoleuca	Dark-backed Sibia
blbsic1	Drepanornis albertisi	Black-billed Sicklebill
blbtan1	Stilpnia peruviana	Black-backed Tanager
blbtan2	Cyanicterus cyanicterus	Blue-backed Tanager
blbtan3	Tangara cyanotis	Blue-browed Tanager
blbter1	Sterna acuticauda	Black-bellied Tern
blbthr1	Turdus ignobilis	Black-billed Thrush
blbthr2	Turdus dissimilis	Black-breasted Thrush
blbtou1	Aulacorhynchus coeruleicinctis	Blue-banded Toucanet
blbtre1	Thripadectes melanorhynchus	Black-billed Treehunter
blbtur1	Tauraco schuettii	Black-billed Turaco
blbwea1	Ploceus melanogaster	Black-billed Weaver
blbwoo1	Dendrocolaptes picumnus	Black-banded Woodcreeper
blbwoo2	Phoeniculus somaliensis	Black-billed Wood Hoopoe
